"ELEV_MAX","ELEV_MEAN","ELEV_STD","SLOPE_MAX","SLOPE_MEAN","SLOPE_STD","TCI_MEAN","TCI_STD","SURFratio_MEAN","SURFratio_STD","TA","NP","PD","LPI","ED","FRAC_AM","FRAC_SD","PARA_AM","PARA_SD","IJI","COHESION","PR","PRD","SIEI","PLADJ","ENN_AM","ENN_SD","eucalipto_AREA_perc","flnatural_AREA_perc","matosa_AREA_perc","matosb_AREA_perc","outfolhosas_AREA_perc","pinheiro_AREA_perc","urbano_AREA_perc","DensRoadAll","DensRoad6Less","DensRoad6Plus","RoadAreaPerc","Area_06","PopRes91","PopRes01","PopResTrab91","PopResTrab01","PopAct91","PopAct01","PopResQualSec91","Analf91","Analf01","PropPopRes3C01","DensPop91","DensPop01","PropIdosos91","PropIdosos01","IDepIdosos91","IDepIdosos01","PropPopResTrab91","PropPopResTrab01","PropPopResSubTmp91","PropPopResSubTmp01","PropPopResPensRef91","PropPopResPensRef01","bio2","bio1","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","TotalBurntArea"
499,430.905,37.2543,29.5408,10.7352,5.62565,3.737,2.10476,1.01091,0.00909632,645.77,245,37.9392,10.6803,178.8562,1.1397,0.0494,382.7059,804.2685,70.3856,96.3765,27,4.1811,1.0385,90.4324,155.0704,332.6889,0.587561738,0.215901951,2.020225397,20.89622452,2.695690071,32.38529262,7.716952584,852.6792923,562.148023,290.5312693,0.572207643,646.2,2519,3086,948,1366,1002,1496,384,174,182,36.7,389.9,477.7,12.7,13.1,47.3,43.7,37.6,44.3,1.1,3,16.5,15.8,98.364,140,39.909,5032.73,279.636,35.455,244.182,77.182,204.636,205.727,77.182,1157.45,171.273,11.636,54.182,467.636,75.182,78.546,467.636,1687
247,130.498,46.824,25.1918,7.07064,4.70773,4.10778,1.96674,1.00747,0.00870721,2613.66,211,8.073,9.6799,84.6017,1.1358,0.053,181.8446,1236.1522,72.8146,98.4311,29,1.1096,1.0357,95.4539,383.1488,790.7157,0.049435784,46.06350335,0.14374405,2.651279144,0,13.5180251,0,798.3212729,366.4309244,431.8903486,0.950756663,2615.76,518,500,189,181,204,210,26,136,121,17,19.8,19.1,25.3,34,56.5,76.7,36.5,36.2,0.8,1.8,32.4,33.4,92.395,164.342,42.105,4247.79,290.263,74.342,215.921,121.184,217.105,221.816,113.342,610.132,90.974,2.395,63.553,271.316,25.947,26.711,264.132,0
468,127.818,89.3626,34.8465,9.26514,6.39973,3.9823,1.97622,1.00833,0.0102989,479.15,50,10.4351,18.4973,98.5913,1.168,0.062,229.9489,1210.0302,64.4311,98.572,11,2.2957,1.1,94.2513,78.0747,380.0309,20.41112705,0,0,3.600010718,0,28.58429259,8.355759747,555.6288892,111.5656896,444.0631997,0.423810322,479.68,757,855,314,393,316,412,64,47,37,21.9,157.7,178.1,10.2,12.5,54.2,43.2,41.5,46,0.5,1.6,13.9,15.7,79.714,140.286,42.857,3718.14,239.714,56.571,183.143,93.571,186.429,188,93.571,1308.43,180.714,16.143,51.857,525.286,87.429,109.286,525.286,514
816,627.936,42.145,48.0199,13.0375,8.38896,3.69081,2.49394,1.01909,0.0214306,1349.06,193,14.3063,9.7601,129.7496,1.1577,0.0538,278.5347,655.7093,68.3838,97.8833,26,1.9273,1.04,93.0366,211.7732,751.2146,0,9.579004183,1.541729695,11.3309361,2.351452348,4.418687604,7.268260012,1124.362692,279.7995542,844.5631374,1.137417631,1349.45,3239,3404,1261,1420,1303,1526,462,218,221,41.9,240.1,252.3,12.7,16.5,51.1,47.1,38.9,41.7,0.5,1.2,17.8,21.8,108.955,119.455,39,5734.64,281.955,3.727,278.227,51.727,196,196,48.636,713.318,95.091,13.318,46.136,278.182,65.364,65.364,278.091,80
915,831.73,51.9343,17.9104,7.5295,3.16231,3.79248,1.2219,1.0044,0.00363962,523.39,69,13.1833,35.4229,103.0207,1.1596,0.0458,233.6308,894.8293,56.123,98.6963,14,2.6749,1.0769,94.1592,180.0009,355.7712,0,16.25777123,10.90202355,14.34867868,0,3.581930144,1.303212882,562.8717323,410.3659812,152.5057512,0.370239493,523.69,163,124,43,27,42,30,5,45,25,8.9,31.1,23.7,31.3,41.9,83.1,106.7,26.4,21.8,0.6,0,42.3,43.5,98.857,112.286,37.857,5493.14,262.857,5,257.857,45.714,185.429,185.429,45.714,1054.43,144.429,18.714,49,415.286,88,88,415.286,2672
148,61.2621,27.3187,18.0624,5.83803,3.40655,4.44624,2.51414,1.00402,0.00387767,1028.25,135,13.1291,18.1152,120.6516,1.1664,0.0566,258.8087,867.9958,62.6284,98.3909,17,1.6533,1.0625,93.5298,132.0482,386.5767,12.58146526,0,0,5.687100896,0.234100768,23.02023133,21.23932425,1080.310058,783.0769623,297.233096,0.709738856,1029.11,7169,8298,3742,4191,3807,4464,548,415,401,20.8,696.7,806.4,6.3,8.8,47.6,42.9,52.2,50.5,1,3.6,10.7,13.1,87.563,145.25,44,3888.25,250.563,54.063,196.5,102.75,193.438,195,95.688,1201.06,162.563,14.5,51.125,477.625,81,100.375,472.188,1154
335,151.941,52.0063,42.4562,11.9007,7.59808,3.9706,2.60352,1.0165,0.0162709,271.69,31,11.4101,33.9505,83.5143,1.136,0.0466,199.3448,868.6137,54.8217,98.6184,12,4.4168,1.0909,95.0164,143.3542,162.0883,0,0.238005826,0,0,0.391794206,48.35546059,7.136513153,1275.06608,98.26379196,1176.802288,1.005631515,271.95,373,356,166,123,165,156,16,42,43,13.5,137.1,130.9,20.1,23.3,59.4,61.8,44.5,34.6,2.1,2.2,24.1,27.2,81.5,143.25,40.75,4104.75,254,56,198,98.5,195.5,196,91.25,1337.25,201.5,22.25,50,533,104.25,121.25,524.75,451
893,225.328,129.038,61.6312,18.1864,12.2063,3.37896,2.41951,1.03452,0.0333401,4648.66,681,14.6494,10.1167,118.6105,1.1702,0.0537,251.9005,823.9756,60.1701,98.3296,34,0.7314,1.0303,93.7025,146.7055,909.7987,27.84785486,0.193285316,3.173261146,13.08582261,3.151000157,26.02245378,3.231054098,910.2515392,560.8076277,349.4439115,0.618070153,4652.04,5508,7140,2182,3228,2248,3431,759,556,481,30.2,118.4,153.5,16.1,16.2,53.9,51,39.6,45.2,0.9,1.4,21,21.2,100.556,154.403,41.889,4563.03,290.806,53.528,237.278,97,211.931,214.292,97,985.125,140.194,10.111,53.639,398.208,65.625,67.333,398.208,7235
1140,900.323,98.5006,40.5174,15.3666,6.70779,3.21765,1.7131,1.01985,0.0145501,3149.17,294,9.3358,12.6094,118.4344,1.1824,0.059,247.208,734.9118,55.0406,98.5253,28,0.8891,1.037,93.8198,150.9777,552.3185,0,36.22299658,3.218511776,22.35778478,0.619676041,9.754112949,0.939815582,527.1011005,399.0363185,128.0647821,0.34263098,3150.2,204,146,96,25,94,23,4,67,44,4.1,6.5,4.6,35.8,37,94.3,105.6,47.1,17.1,0,0.7,36.3,47.9,103.673,105.633,37.939,5680.29,264.673,-5.184,269.857,43.082,181.571,181.571,36.388,880.673,117.939,17.02,46.204,343.204,81.714,81.714,342.143,1233
895,591.561,114.037,66.0232,17.767,10.9811,3.31083,2.284,1.02894,0.0296123,2611.21,192,7.3529,28.5308,80.8629,1.1837,0.0693,175.5202,1418.4342,57.0175,99.1604,20,0.7659,1.0526,95.612,108.4065,522.7668,0,1.430500724,2.108347385,6.912051258,6.339545632,61.96839063,5.111330229,753.2809701,730.4460381,22.83493201,0.481280149,2612.66,735,640,279,186,284,217,10,132,84,8.4,28.1,24.5,16.6,23.4,63,59.2,38,29.1,0.7,0.6,26.8,28.8,102.512,127.488,39.512,5364.34,275.512,19.122,256.39,61.171,197.78,197.902,61.171,1135.46,159.488,15.659,51.927,451.244,83.268,84.317,451.244,8276
1131,926.591,59.4576,31.8198,11.8618,5.9509,3.59485,2.00947,1.01224,0.0100074,1212.85,88,7.2556,25.1078,78.8144,1.1423,0.0431,175.2236,640.2415,70.9412,98.6679,11,0.907,1.1,95.6194,132.7297,335.4583,0.138833235,0,4.164997042,46.96588676,4.319438747,19.51880271,1.542774052,620.1525443,426.0076484,194.1448959,0.607993664,1213.6,172,195,58,60,58,63,9,53,43,15.9,13,14.7,14.5,24.1,75.5,46.6,33.7,30.8,0,1,20.3,29.2,92,108.19,37.762,5184.57,248.762,8.619,240.143,45.619,176.905,177.048,45.619,1365.48,194.048,20.286,52,547.381,103.762,105.095,547.381,1125
666,581.333,28.7033,25.511,6.99791,4.19522,3.95051,1.63252,1.00612,0.00572416,645.42,116,17.9728,11.6265,112.7018,1.1235,0.0505,252.9516,1056.7008,65.6022,97.4637,23,3.5636,1.0455,93.6762,124.6876,361.3696,0,0,2.196590856,3.794251809,0.083356224,46.31827493,8.615020076,1279.019761,530.9364374,748.083324,0.923374762,645.91,1085,971,297,390,320,479,117,83,57,33.7,168,150.3,9.3,13.8,62.4,43.2,27.4,40.2,0.3,2.4,13.3,18.5,109.111,133.222,40.444,5432.44,287.889,22.333,265.556,76.778,203.889,204.222,65.444,1189.89,178.778,12.778,55.444,485.333,78.444,82.778,483.222,31
178,102.078,30.3528,21.36,6.66818,3.85011,4.09267,1.92836,1.00596,0.00632228,733.55,68,9.27,33.3392,92.2228,1.1706,0.0573,210.6741,1102.1801,60.2313,98.8155,14,1.9085,1.0769,94.7331,196.9864,597.1511,0,5.501034545,3.384523345,16.03216636,0,0,25.0043334,1412.272813,563.9308805,848.3419324,1.451608435,734.29,10540,13724,5032,6372,5368,7050,1892,533,829,38.1,1434,1867.2,8.6,12.1,39.4,40.9,47.7,46.4,1.7,2.8,13.5,15.7,75,157,41.3,3677.9,255.5,76.5,179,118.2,200.8,205.1,110.4,780.8,123.1,4,65.2,352.9,32.2,34.2,331.2,0
295,88.5917,50.514,36.2289,9.28987,7.9507,4.09518,2.01713,1.00945,0.0133168,652.97,75,11.486,19.9289,104.2467,1.151,0.0474,229.5971,919.8646,74.2406,98.3014,8,1.2252,1.1429,94.2601,156.7227,356.3727,1.313336516,0,0,0,0,38.75561595,10.56763582,1092.071266,603.1540839,488.9171817,0.755063687,653.41,1942,2152,1003,966,1021,1022,72,155,133,10.9,297.4,329.6,9.9,11.5,55.2,52.9,51.6,44.9,1.6,1.2,16.5,16.4,84.1,144.8,43,3890.4,250.1,56.9,193.2,97.1,193.4,195.1,95.8,1240.1,168.1,15.1,51.7,492.6,83.2,103.9,492.6,90
380,255.646,48.4322,39.858,15.2015,8.25152,3.49385,1.88716,1.02233,0.0189891,306.66,51,16.6308,14.8373,109.2089,1.1288,0.0534,256.2447,1200.8272,73.6007,97.7658,14,4.5653,1.0769,93.5939,214.881,214.3313,7.125764285,0,8.959958737,0.006492724,3.603461666,14.18660133,5.515568802,635.9713962,32.30315408,603.6682422,0.506405931,306.97,646,518,236,206,240,219,45,104,85,23.7,210.4,168.7,10.4,18.3,49.5,57,36.5,39.8,2.3,2.5,18.4,23,103,144,41.667,4921,282.667,37.333,245.333,88.667,207,207.667,81.667,1123,154.667,13.333,51.667,442.333,76.667,88.333,441.333,297
983,872.247,49.316,25.9386,8.22506,4.18364,4.00069,1.60927,1.00554,0.00547619,2287.77,209,9.1355,18.3388,91.4384,1.1748,0.0476,196.4708,857.7585,56.4053,99.0237,23,1.0053,1.0455,95.0882,174.93,639.079,0,3.320067947,13.3691905,15.04862096,0.125532305,35.45851746,2.532439907,762.9931094,518.0920386,244.9010708,0.508139025,2288.63,1009,1085,313,433,345,497,91,139,139,22.9,44.1,47.4,13.8,18.3,58.9,52,31,39.9,0.6,0.6,17.8,22.2,92.177,114.118,36.206,5561.41,261.765,10.647,251.118,46.618,187.706,188.118,46.618,1209,181.971,13.677,54.824,491.5,81.824,84.029,491.5,9854
368,130.681,70.132,36.1057,13.2285,7.75613,3.86164,2.60942,1.01596,0.015363,434.91,44,10.117,50.1345,83.8334,1.1669,0.0756,196.2245,1193.6489,54.4169,99.016,13,2.9891,1.0833,95.0944,111.5261,502.4139,0,0,4.069553881,0.303561787,2.542615269,33.48309335,5.69920137,1364.958752,899.5874267,465.3713255,0.915092543,435.87,644,614,211,186,217,187,40,83,92,19.5,147.7,140.8,24.2,32.2,64.7,68.7,32.8,30.3,0.5,0.2,29.2,37.6,88.857,145.286,40.143,4473.86,268,49.429,218.571,95.571,202.429,202.857,88.571,1204.29,180.429,21.714,48,469,103,115.286,449.286,4
1016,861.824,58.0252,38.5458,13.1422,6.89227,3.37602,1.62174,1.01425,0.0133552,1293.43,128,9.8962,11.9442,101.3816,1.1707,0.0578,219.664,975.0464,60.5451,98.6233,18,1.3916,1.0588,94.5084,141.9011,505.3257,0,4.353530485,10.83870991,26.20833064,0,25.19109296,4.50623182,614.4490721,268.7661116,345.6829605,0.789504455,1293.75,269,231,82,88,86,94,6,60,48,14.3,20.6,17.7,26.4,28.6,68.1,73.7,30.5,38.1,1.1,3,37.9,33.8,82.857,115.429,33.333,5674.48,259.667,14.762,244.905,46.762,190.619,191.095,46.762,1154.29,173.429,11.524,54.952,467.524,74.095,78.619,467.524,7122
500,432.902,28.0215,21.2897,6.8907,3.85122,4.24334,2.18841,1.00522,0.00557049,1105.77,150,13.5652,27.7825,110.9905,1.1736,0.0598,240.5383,1000.7753,65.4071,98.5808,15,1.3565,1.0714,93.9865,85.3268,276.9545,0,0.008112822,6.62006269,16.45821141,0.341639945,14.32544067,29.87321317,476.3205047,86.96732403,389.3531807,0.673733718,1106.31,309,312,102,74,107,74,12,48,47,13.8,27.9,28.2,34.3,34,83.9,95,33,23.7,1.9,0.3,35.3,39.4,97.55,142.5,37.4,5532,291.7,34.85,256.85,74,214.8,215.15,74,1021.15,152.45,9.35,55,413.15,64.9,65.8,413.15,8280
108,90.9832,6.06267,12.6553,3.43097,2.28703,5.58638,2.48085,1.00235,0.00242574,118.8,11,9.2593,45.6145,76.5993,1.1413,0.0497,204.5455,1081.2273,57.4611,98.9159,6,5.0505,1.2,94.8864,119.7927,57.2728,0,0,0,1.411609278,0,0,81.67287288,2442.879289,1393.570541,1049.308748,1.686869984,118.99,13960,11334,5884,4939,6330,5443,1398,662,854,36.3,11633.3,9445,10.6,16.8,47.8,52.6,42.1,43.6,1.7,3.1,17.1,21.6,77,162,40,3895,267,79,188,120,208,213,113,755,116,4,65,340,31,33,324,0
483,366.947,53.3665,30.6823,13.8515,5.44859,3.24611,1.58304,1.01517,0.00967965,426.53,77,18.0527,16.0481,126.8609,1.1467,0.0507,285.1382,1066.0664,69.1761,97.6516,16,3.7512,1.0667,92.8715,106.0071,213.8948,13.05531704,0,0,3.505378297,0.329066804,26.3813557,8.198664418,1465.536975,825.3260509,640.2109242,1.498852043,431.44,1474,1532,535,615,569,663,63,191,133,9.5,342,355.5,9.5,10.9,50.3,49.6,36.3,40.1,1.2,2.6,12.3,12.8,98.857,138.286,42,4651.57,268.286,36.143,232.143,87,197.714,198.714,79.571,1226.71,170.143,14.429,52,489.143,83.143,96,484,314
498,299.419,92.0813,46.0136,21.9629,8.98209,2.76234,1.31976,1.03437,0.0243861,335.13,56,16.7099,17.9751,107.4807,1.1288,0.0598,249.4554,1309.0198,70.0666,97.9019,15,4.4759,1.0714,93.7636,154.7104,256.4697,6.307058082,0.023766587,6.779419003,0,1.901326977,37.50664545,2.860902936,1340.824838,770.1571219,570.6677158,0.923220712,335.4,659,660,227,242,235,270,35,102,63,17.1,196.7,197,13.8,16.4,61.5,50.3,34.4,36.7,1.4,2.3,18.2,18.5,102,141,41.8,4846.4,277,35.6,241.4,83.8,202.6,203.6,79.6,1180,167.2,13.4,52.6,470,78.4,89.4,468,641
874,448.774,137.254,56.4917,13.7442,13.8167,4.29428,2.66514,1.02129,0.0328537,874.7,87,9.9463,22.3254,82.4626,1.1342,0.0442,190.8311,976.1106,68.0438,98.4099,18,2.0578,1.0588,95.2292,243.9336,309.1801,0,18.90320982,5.394077603,3.95550492,0,5.164954696,5.164954696,941.2405335,146.9258124,794.3147211,0.727647993,875.07,694,1353,249,500,258,533,129,67,154,25.6,79.3,154.6,12.7,17.6,51.5,46.6,35.9,37,0.6,2,15,21.3,103.25,130.938,38.875,5476.88,280.813,19.875,260.938,63.063,202.813,202.813,63.063,990.5,135.25,15,49.938,388.063,76.188,76.188,388.063,537
563,383.504,63.0528,36.0555,7.29,4.45469,4.0348,2.00329,1.00682,0.00757054,3113.58,417,13.3929,16.6307,105.8621,1.1642,0.0746,228.3866,1435.4793,58.4147,98.4191,25,0.8029,1.0417,94.2903,92.9859,343.3627,24.51857211,2.068876564,5.240535081,8.456368898,0.222797167,31.86223562,0.921279089,178.8755128,71.89469788,106.9808149,0.12906468,3114.98,588,516,152,156,163,168,32,158,132,18.4,18.8,16.5,27.4,36.8,74.5,84.3,25.9,30.2,2,1.4,36.4,41.7,96.106,153.298,36.468,5683.49,307.468,46.17,261.298,84.319,228.106,229.17,84.319,913.766,133.532,7.851,54.872,369.745,57.149,57.489,369.745,333
798,737.893,32.9894,36.8655,7.685,4.624,3.87562,1.61905,1.00582,0.00829355,923.56,63,6.8214,67.3827,86.2965,1.2373,0.0612,193.5554,953.3066,40.7225,99.5575,15,1.6242,1.0714,95.1611,71.9727,696.8668,0,0.577362935,0.881692557,0.275191679,0,69.35369911,2.314847656,944.0334735,736.7616055,207.2718679,0.609302652,924.18,376,272,114,65,111,75,4,88,63,6.6,40.7,29.4,21.5,26.1,72.5,81.3,30.3,23.9,1.6,2.6,29.3,33.8,91.733,123.133,36.067,5522.2,269.267,19.4,249.867,55.6,196.067,196.2,55.6,1192.8,181.6,12.133,55.867,486.667,76.667,78,486.667,1631
1069,663.087,185.522,52.8101,24.6569,8.96251,2.81253,1.72708,1.04485,0.0264815,1200.16,112,9.3321,20.9889,83.8055,1.1267,0.0494,188.7915,1038.3043,72.1639,98.258,22,1.8331,1.0476,95.2802,504.8925,876.3797,0,10.09845296,9.383121675,37.43456432,13.43528256,8.007229242,2.560089358,522.9279242,175.1273748,347.8005494,0.464306096,1200.91,1023,1039,175,301,180,310,24,240,165,10.3,85.2,86.5,15.4,18.2,77.3,61.6,17.1,29,0.6,1.4,22.3,23.5,98.294,123.176,40.177,5039.82,262.765,20.824,241.941,61.059,188.882,189.588,61.059,1347.59,196.471,16.294,53.824,543.353,93,97.706,543.353,5688
889,707.1,61.4634,38.3935,10.1336,6.52066,3.74195,1.94778,1.01136,0.012094,4870.05,521,10.698,14.251,99.7977,1.1735,0.0575,210.5112,1134.1745,63.1659,98.7993,34,0.6981,1.0303,94.7372,202.7825,669.6447,0,11.24243201,2.804764743,12.72969542,0,13.87845981,3.484018076,397.8755236,131.8435593,266.0319643,0.29271076,4871.55,2994,3638,1140,1483,1136,1634,412,248,285,34.4,61.9,75.2,10.2,14,53.7,43.9,38.1,40.8,1.1,1.3,9.6,17.9,106.274,120.562,37.986,5901.03,282.425,5.74,276.685,54.904,198.904,198.904,47.74,734.356,98.493,11.096,47.219,284.192,62.343,62.343,281.411,1129
99,21.6285,30.4565,26.8619,3.18834,4.79703,5.74572,2.80077,1.00343,0.00804066,2123.1,171,8.0543,18.7547,82.3984,1.1765,0.0694,186.3784,1270.4961,62.8819,99.0023,19,0.8949,1.0556,95.3405,173.0251,446.5541,7.73947599,0,0.191098173,0.120841491,4.097838019,4.110015844,4.988692736,701.2375743,157.8845668,543.3530075,0.706347197,2125.22,1288,2320,510,979,538,1018,133,115,162,18.5,61.6,111,15.4,19.1,52.8,54.6,39.6,42.2,1.4,2.2,21.4,23,82.758,149.818,44.727,3563.91,242.424,59.455,182.97,109.697,191.727,193.424,101.273,1035.15,142.667,11.697,52.061,417.182,68.697,81.424,404.727,1007
185,111.883,33.1608,30.5292,5.81176,4.34837,4.39502,2.14832,1.00508,0.00717086,2052.46,223,10.865,23.4835,101.2346,1.1529,0.0623,215.4975,1213.2057,70.178,98.4251,31,1.5104,1.0333,94.6126,266.0895,808.1583,39.09778562,15.16379071,0.22359607,0.139686915,0.248817318,1.505999558,4.42584411,474.3510118,170.6873446,303.6636672,0.345717252,2053.77,858,734,349,282,369,323,33,93,89,16.6,41.8,35.7,20.6,20,65.6,58.9,40.7,38.4,0.5,3.3,22.3,21.7,95.433,166.333,39.833,4868.9,305.3,67.633,237.667,107.9,228.167,231.467,106.667,752.1,108.067,5.833,56.233,308.633,43.133,45.133,308.633,0
49,12.2591,9.56506,5.54809,1.43981,0.917556,5.50631,1.62464,1.00053,0.000439211,2722.7,170,6.2438,16.5255,68.4541,1.133,0.0562,149.4913,1048.2766,63.781,98.7625,31,1.1386,1.0333,96.2627,316.7865,1184.5149,0.349516347,1.385660841,3.983683708,5.433556321,0,3.115000596,28.46259738,1053.712915,795.4857626,258.2271523,0.815940002,2681.38,20003,22915,8524,10503,9362,11707,3436,1818,1568,41.9,746.1,854.7,14.1,15.8,45.3,46.3,42.6,45.8,2.2,3.4,19.7,20,82.629,170.629,40.971,4088.8,284.971,84.714,200.257,127.514,220.657,225.057,120.286,670.286,100.857,3,63.571,299.286,26.943,30.171,288.686,0
748,508.421,106.131,47.4582,12.2289,6.41842,3.69855,2.15088,1.01317,0.0139228,2723.38,417,15.3119,15.4117,135.2841,1.1568,0.052,282.3477,734.6568,67.5554,97.7267,30,1.1016,1.0345,92.9413,175.2369,431.531,0,3.443780444,8.840367156,22.98869028,1.246690273,25.52931614,1.007900009,563.7804082,366.2320401,197.5483681,0.378157388,2724.55,753,551,319,165,328,193,32,107,83,13.8,27.6,20.2,15.3,27,50.9,57.9,42.4,29.9,0.1,1.3,22,35,105.156,130.756,38.956,5589.58,284.133,17.467,266.667,61.444,204.244,204.244,61.311,898.822,124.067,14.111,49.556,353.178,70.111,70.111,353.178,9398
252,64.4294,47.9342,47.4269,4.60611,6.7258,4.97949,2.1181,1.00541,0.0137955,4632.5,345,7.4474,45.9711,88.1036,1.2127,0.0569,184.6606,646.0857,57.9224,99.3141,27,0.5828,1.0385,95.3835,97.0705,552.7607,3.256619398,0.155434435,4.839906709,1.168652557,1.949040615,65.39887762,6.926587196,738.3341714,288.663689,449.6704824,0.645579565,4640.24,2913,3118,1094,1210,1106,1315,314,341,331,27.9,62.6,67,15.5,19.7,50.9,48.9,37.6,38.8,1.2,2.1,19.8,26.2,78.75,150.903,44.125,3403.4,242.806,66.472,176.333,113.431,191.125,193.25,105.444,943.181,133.708,9.694,54.014,383.389,59.681,67.514,376.694,7180
558,366.452,94.4227,37.685,17.8336,7.13104,3.08875,1.51603,1.02414,0.0157971,648.9,85,13.0991,12.6414,105.4246,1.1306,0.0488,235.9994,820.5054,68.8888,97.9167,17,2.6198,1.0625,94.1,319.9825,500.7463,12.11957052,0,9.32050494,0.190183086,1.834346537,23.90171943,3.68709789,834.0593149,275.3739958,558.6853191,0.89647974,649.45,1622,1932,896,1014,900,1062,48,142,140,10.5,249.9,297.7,6.4,8.1,53.5,44.9,55.2,52.5,1.1,2.3,8.8,10.6,96.1,135.8,41.9,4572.8,262.9,36.1,226.8,85.6,194.2,195.2,78.3,1269.5,171.7,16.2,51.1,504.1,89.1,102.6,499.7,329
118,45.0589,29.9522,28.9871,5.98962,4.80014,4.36495,2.16263,1.00548,0.00783771,1887.35,214,11.3386,10.2911,90.8787,1.1298,0.0574,197.7906,1230.4431,73.5414,98.1677,35,1.8545,1.0294,95.0552,294.1235,600.266,7.668974555,3.08970427,0.748205482,1.228931453,1.995565641,35.47894565,5.619702398,671.7431783,367.2817579,304.4614205,0.464746634,1889.03,1277,1355,479,625,562,672,149,154,149,32.3,67.6,71.8,18.9,18.8,57.1,48.9,37.5,46.1,1.2,4.2,24.7,23.8,79.214,164.786,40.75,3937.11,272.679,80.321,192.357,123.25,212.893,216.571,115.5,687.214,103.714,3.786,61.571,300.071,30.071,33.964,290.286,708
583,315.93,87.0271,55.5951,17.6461,11.2394,3.48263,2.14802,1.02931,0.0326649,834.99,154,18.4433,11.2073,151.2952,1.164,0.0517,323.3572,793.4323,59.3647,97.5844,23,2.7545,1.0455,91.9161,112.6598,298.1191,0.243208118,0.244400314,7.401156831,2.038656279,6.633382185,40.9793756,3.619509043,1226.896883,529.9242847,696.9725985,0.878846564,835.69,798,804,301,317,302,336,44,113,73,17.5,95.5,96.2,19.7,21.1,76.2,56.4,37.7,39.4,0.4,2.6,22.8,24.8,98.8,143.067,41.067,4789,276.933,39.4,237.533,87.867,204.067,205.2,82.2,1140.07,165.4,11.867,53.467,457.933,74.733,81,456.067,264
1501,1155.56,231.187,54.1286,23.1199,10.5772,2.94111,1.70551,1.04125,0.0306991,2031.66,136,6.694,61.4788,74.6237,1.2031,0.062,163.6888,1107.6503,59.8486,99.4241,22,1.0829,1.0476,95.9078,112.101,589.7436,0,1.218566029,2.001999986,62.24007503,1.347584896,16.23283007,9.217735783,451.2530241,35.23722744,416.0157966,0.354556868,2032.7,377,341,102,106,106,115,21,86,58,22,18.5,16.8,35,36.4,79.5,90.5,27.1,31.1,0.3,1.8,46.9,41.3,74.667,100.515,32.303,5358.18,234.152,7.455,226.697,38.667,173.424,173.424,38.667,1536.7,238.485,14.455,57.152,632.545,91.424,91.697,632.545,13150
74,37.6123,15.2759,14.3462,5.22749,3.18409,4.76552,2.60662,1.00405,0.00368184,450.25,81,17.99,11.3337,118.4231,1.146,0.0653,272.7374,1296.4108,62.0602,97.7402,14,3.1094,1.0769,93.1816,169.2907,385.5105,13.91539837,0,0.030923107,0,0.958616332,18.50085345,10.98653833,1551.491906,779.6615933,771.8303129,1.424046305,450.6,1225,1458,548,658,552,715,109,51,75,19.7,271.6,323.3,10.8,12.1,49.9,42.2,44.7,45.1,1.5,3.4,14.2,15.8,82.167,144.5,44.667,3650.5,241.5,59,182.5,98.167,189.333,191.333,98.167,1227.67,168.833,14.833,51.667,489.333,82.5,101.667,489.333,0
84,43.1065,17.8496,17.8273,3.87191,2.5257,4.69584,1.96538,1.00273,0.00296092,2630.34,420,15.9675,9.2699,145.331,1.1783,0.0568,302.9874,694.586,68.2033,97.9496,23,0.8744,1.0455,92.4253,138.1525,541.43,9.082711345,0,0.244293094,1.870014473,0.948810174,20.26498191,10.71107986,1306.63985,582.1158861,724.5239641,1.101332944,2632.3,5714,6712,2807,3092,2859,3313,571,622,544,25.2,217.1,255,15.5,16.9,53.8,51,49.1,46.1,1.1,1.5,17.5,19.1,86.784,151.73,44.324,3736,252.649,59.162,193.486,109.703,196.216,198,101.486,1009.49,140.108,11,52.351,405.378,67.243,76.811,397.892,205
282,144.06,45.8874,30.2454,13.399,5.56554,3.82322,3.09574,1.01633,0.0099877,370.07,110,29.7241,10.3116,168.5357,1.1418,0.0455,377.6042,786.3588,74.2898,96.6178,18,4.8639,1.0588,90.5599,171.641,286.3658,3.581628914,0,1.695286413,3.043442751,0.783060867,26.642906,8.476432066,789.438844,468.8938924,320.5449515,0.544083394,370.22,1474,1590,580,660,596,696,115,132,122,21.6,398.4,429.7,10.1,12.8,43.2,42.1,39.3,41.5,2.4,2.3,13.4,15.1,100,148.8,42.2,4630,276.8,44,232.8,96.8,206.8,208,89,1100.6,152,12.2,52,439.6,72.8,87,430.2,0
635,488.879,57.3513,34.9616,10.2537,5.37735,3.73322,1.86916,1.0101,0.00928516,1287.93,509,39.5208,12.0418,184.2181,1.1562,0.0463,387.3968,696.9892,73.3404,96.9586,30,2.3293,1.0345,90.3151,124.5051,340.5738,0.243615672,0.61174602,3.584630599,1.53439204,7.696708461,40.66293584,2.409861693,927.9037896,615.6418599,312.2619297,0.621134178,1289.01,1567,1479,636,519,648,551,69,233,182,15.2,121.6,114.7,13.2,16.7,65.6,57.7,40.6,35.1,0.4,1.3,19.1,19.7,98.55,138.1,38.85,5281.3,282.65,31.85,250.8,72.2,206.7,207.2,72.2,1139,170.9,11.05,55.1,462,73.05,75.05,462,171
