"ELEV_MAX","ELEV_MEAN","ELEV_STD","SLOPE_MAX","SLOPE_MEAN","SLOPE_STD","TCI_MEAN","TCI_STD","SURFratio_MEAN","SURFratio_STD","TA","NP","PD","LPI","ED","FRAC_AM","FRAC_SD","PARA_AM","PARA_SD","IJI","COHESION","PR","PRD","SIEI","PLADJ","ENN_AM","ENN_SD","eucalipto_AREA_perc","flnatural_AREA_perc","matosa_AREA_perc","matosb_AREA_perc","outfolhosas_AREA_perc","pinheiro_AREA_perc","urbano_AREA_perc","DensRoadAll","DensRoad6Less","DensRoad6Plus","RoadAreaPerc","Area_06","PopRes91","PopRes01","PopResTrab91","PopResTrab01","PopAct91","PopAct01","PopResQualSec91","Analf91","Analf01","PropPopRes3C01","DensPop91","DensPop01","PropIdosos91","PropIdosos01","IDepIdosos91","IDepIdosos01","PropPopResTrab91","PropPopResTrab01","PropPopResSubTmp91","PropPopResSubTmp01","PropPopResPensRef91","PropPopResPensRef01","bio2","bio1","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","TotalBurntArea"
226,46.5324,60.2471,48.6859,7.38438,9.83926,4.60023,1.84585,1.01029,0.0220853,645.3,44,6.8185,26.1785,79.6219,1.1435,0.0443,182.0549,490.3015,68.3189,98.7166,11,1.7046,1.1,95.4486,293.7317,417.8898,3.134987869,0,4.365727326,4.868593877,0,12.20621722,21.25479492,952.9115455,358.1079598,594.8035857,0.874221661,659,1981,2146,940,935,951,986,99,187,154,16.9,300.6,325.6,11,13,64.5,53.1,47.5,43.6,1.6,2.3,13.9,16.3,77.111,142.667,43.667,3579.44,237,61.778,175.222,97.889,187.444,188.444,97.889,1277.22,178.556,14.889,52.222,513.889,83.222,106.222,513.889,508
163,64.3122,27.3023,24.6963,6.48452,3.945,4.14146,1.89781,1.00511,0.00543173,682.27,98,14.3638,39.6075,97.5567,1.1654,0.0703,220.382,1423.2882,58.3027,98.7947,15,2.1985,1.0714,94.4905,142.1551,472.1762,5.518925426,0,0.380464748,0.558306508,0.460639312,25.59172076,11.327937,1335.313479,581.3570527,753.9564267,1.204227754,682.79,1929,2234,881,1113,889,1169,143,148,137,18.4,282.4,327.1,10.5,11.9,49.5,45.4,45.7,49.8,2,2,14.7,15.5,83.455,142.909,44.182,3709.64,242.273,55.727,186.545,95.727,188.636,190.273,95.727,1244.45,170.091,15.091,51.364,495,84,103,495,0
191,116.155,22.9035,20.3255,6.09306,3.47225,4.1734,1.92329,1.00552,0.00506229,1032.68,203,19.6576,7.2084,146.6669,1.1568,0.0546,316.1095,729.6346,60.1413,97.469,18,1.743,1.0588,92.0973,112.2409,596.0678,0.915768257,0,0.290811791,1.038063281,0.628808277,48.85445503,14.97102953,1550.974964,968.3997923,582.5751717,1.284629694,1036.57,4608,4835,2289,2378,2359,2467,313,343,307,19.1,444.4,466.2,8.9,12.2,46,41.5,49.7,49.2,0.8,1.7,14.4,15.7,86.125,144.188,44.188,3749.5,244,51.625,192.375,102.688,189.25,191.375,94.188,1127.75,153.813,13.688,52,456.563,76.563,92.125,436.375,0
126,90.8782,18.4947,17.1583,5.81188,2.92234,4.25853,1.90185,1.0049,0.00487956,390.18,105,26.9107,16.5129,152.8782,1.1445,0.0507,339.0743,903.787,67.8645,97.3619,14,3.5881,1.0769,91.5231,142.5791,256.6947,5.966681397,0,0,0.71620567,1.146948581,34.88507829,34.9844805,1796.228407,1154.701172,641.527235,1.348302297,392.19,3682,4003,1828,2005,1901,2139,396,322,306,27.9,939.3,1021.2,10.3,12.9,45.8,40.2,49.6,50.1,1.8,2.7,16.6,17.1,86.2,144.4,44.6,3714.8,244,52.2,191.8,103.6,189.6,191.6,95.4,1139.4,155.4,14,51.8,462.2,77.2,95.2,438,0
759,386.212,174.634,54.7166,25.9741,9.69037,2.86782,2.39291,1.04647,0.0282667,553.25,76,13.737,13.549,127.4108,1.1524,0.0518,286.1997,454.0231,69.3076,97.7546,12,2.169,1.0909,92.845,179.5263,409.1376,0,0,2.98151136,10.2963438,11.26806909,39.34053143,8.853098674,1680.366988,1300.342732,380.0242562,1.090916282,555.12,667,619,195,126,198,129,31,107,39,13.9,120.2,111.5,25.5,36.5,60,83.7,29.2,20.4,0.9,0.2,33.6,45.7,90.222,130,39.778,4662.67,257.444,32.444,225,79,190.556,191.111,72.444,1297.44,193,25.222,47.556,502.444,115.111,123.778,489.333,1306
1011,642.837,80.9392,46.1418,14.1588,10.0258,3.57719,2.03335,1.01874,0.0201305,5076.88,712,14.0244,5.518,118.5196,1.1309,0.047,246.5372,865.9524,70.1227,97.5456,70,1.3788,1.0145,93.8366,354.8395,815.1908,7.604799681,11.73525163,5.295768444,10.32976289,3.478471704,17.94516707,2.56707402,774.4156969,458.1578683,316.2578285,0.730556935,5078.95,1626,1527,502,533,519,575,105,383,297,20.2,32,30.1,30.1,32.8,71.9,75.7,30.9,34.9,0.3,1.2,36.7,36.3,92.649,146.257,36.378,5593.34,298.743,47.297,251.446,82.892,219.757,223.392,81.338,886.162,126.865,7.703,54.689,359,54.838,55.473,359,1076
785,629.425,69.5036,32.3545,11.7299,6.22413,3.44563,1.73869,1.01364,0.0110726,1521.16,329,21.6282,10.9883,144.3635,1.1569,0.0444,303.1765,626.404,64.0254,97.7915,34,2.2351,1.0303,92.4206,195.9668,426.1161,0,27.38785106,4.312866638,16.1757097,0.250572632,6.781859798,0.791074854,951.8431104,209.0624322,742.7806782,0.999416504,1521.87,330,184,93,54,96,55,6,52,33,16.8,21.7,12.1,19.4,26.1,65,53.3,28.2,29.3,0,0.5,19.4,29.9,105.826,123.913,38.261,5717.22,282.435,10.087,272.348,53.13,199.565,199.565,53.13,839.913,117.826,12.826,49.217,332.087,67.391,67.391,332.087,0
752,452.261,139.556,78.6728,22.3284,12.9329,2.98597,2.30728,1.0461,0.0398293,4567.75,412,9.0198,32.5491,90.2633,1.1791,0.0531,191.0831,922.9416,60.8279,99.0447,36,0.7881,1.0286,95.2229,200.0145,770.8524,0,5.453388497,4.190056942,45.33398209,0.372750542,1.507170714,0.345220314,282.7034655,76.981939,205.7215265,0.211376019,4569.29,640,520,143,123,167,154,17,166,140,10.8,14,11.4,22.5,36.3,65.8,87.1,22.3,23.7,0.2,0.2,33.1,47.5,105.246,138.275,38.13,5847.3,296.681,23.652,273.029,71.667,215.319,215.319,65.522,761.667,107.348,9.159,50.754,298.261,55.435,55.435,297.348,13021
314,248.539,27.6406,24.6355,10.4791,4.76717,3.73486,2.25705,1.01038,0.00777812,356.49,79,22.1605,12.3874,136.8061,1.1321,0.0484,305.1979,909.9111,72.4688,97.0955,16,4.4882,1.0667,92.3701,186.8696,195.6234,3.665149944,0,1.130529876,0.647612176,4.778931229,29.17883653,10.25851184,1036.916531,531.0959806,505.8205506,0.726884549,356.85,1473,1725,645,783,636,823,61,121,128,11.9,412.6,483.2,7.2,9.9,54.9,47.4,43.8,45.4,1.4,2,11.2,12.8,98,142.4,42,4556.2,269.4,41,228.4,91.8,200.2,201.4,84.6,1186.4,162,14.2,51.6,472.8,80.6,95,464.8,49
463,307.84,86.271,29.7306,15.1655,5.76629,2.89083,1.19442,1.01749,0.0114994,282.13,38,13.469,17.5628,117.8535,1.1542,0.056,267.678,1037.5911,60.5212,98.1445,12,4.2534,1.0909,93.308,118.4784,427.3583,0.807875664,0,16.04109452,13.62452321,6.635869538,34.56226149,7.62366511,711.7787445,573.2970195,138.4817251,0.458481456,282.34,545,629,205,273,208,281,18,81,73,14.6,193.3,223,12.3,14.1,62.2,52.3,37.6,43.4,2,2.1,16.5,18,95,138.5,42,4523,264.5,39.75,224.75,89,196.5,197.25,81.75,1249.25,168,16.75,50.75,494.25,89.25,104,489.25,1132
675,570.347,42.1926,35.8207,11.9651,5.82015,3.41382,1.35785,1.0125,0.0122178,218.66,41,18.7506,29.7905,106.0551,1.1307,0.0572,251.8979,1143.2757,65.0095,98.0193,15,6.86,1.0714,93.7026,134.9197,370.5085,0,12.21062753,2.048763008,40.78404228,7.53944787,0.733001876,1.420475686,931.3944977,275.0278124,656.3666853,0.693651131,218.71,261,215,83,79,108,81,1,71,60,3.3,119.2,98.2,18.8,22.8,108.8,59.3,31.8,36.7,0,0,23.8,36.7,84.8,121.4,40.8,4296.4,237.4,31.6,205.8,70.2,176.8,178,68.6,1497.4,212.6,24.2,50.2,595.6,116.2,128.6,595.6,533
510,243.916,99.8816,48.9138,14.4359,8.18148,3.32669,2.13305,1.02593,0.018963,11752.33,674,5.735,8.3074,90.6288,1.1744,0.0625,188.2639,1094.9347,65.6413,98.8966,49,0.4169,1.0208,95.2934,339.0327,867.5192,0.024405006,11.04182454,10.17502314,25.34383585,0.583771128,3.803537099,0.338619455,259.8817997,140.2424834,119.6393163,0.180100971,11518.47,2359,2085,804,723,825,760,147,588,387,19.8,19.9,17.6,27.8,33.1,68.5,70.8,34.1,34.7,0.9,1.6,29,35.4,94.368,162.356,41.402,4528.09,289.075,63.816,225.259,117.046,219.586,223.736,108.138,554.391,88.512,1.356,66.356,256.874,18.454,22.172,242.299,1302
852,687.865,76.3614,55,14.8634,9.51355,3.35723,2.09666,1.0246,0.0264878,2954.67,282,9.5442,10.8422,116.3243,1.193,0.0564,243.0796,668.8416,52.8671,98.6889,35,1.1846,1.0294,93.923,147.9103,596.2451,0,6.250692325,0.990740818,29.66104266,3.45052278,4.967224946,2.372910454,707.2835394,198.0840872,509.1994522,0.759519193,2955.31,243,205,78,56,84,57,7,56,43,12.7,8.2,6.9,23,33.7,62,73.7,32.1,27.3,0,0.5,34.2,44.9,109.543,117.109,38.804,5796.41,280.478,0.935,279.543,50.935,194.087,194.087,45.348,691.391,91.565,13.435,45.13,266.217,65.761,65.761,265.63,3669
771,656.612,43.4145,28.7712,10.2445,5.40808,3.60542,1.83894,1.0109,0.00883847,1036.37,265,25.57,7.2407,170.2674,1.1516,0.0441,356.861,483.697,62.9834,97.0098,27,2.6052,1.0385,91.0785,147.3875,317.802,0,23.42525793,5.247450378,13.56016678,0.131932593,4.262289479,0.984197887,412.2638231,133.3029276,278.9608955,0.586830151,1036.77,415,413,112,152,125,171,33,49,50,21.1,40,39.8,12.8,17.4,54.9,45.9,27,36.8,0,3.9,18.3,21.5,106.333,122,38.333,5758,281.833,7.667,274.167,50.778,198.5,198.5,50.778,809.722,112.667,12.611,48.611,319.111,66.611,66.611,319.111,0
230,162.59,33.8668,35.07,11.2658,6.26439,3.56945,2.2674,1.0186,0.0145642,1153.11,339,29.3988,27.5672,157.9901,1.1795,0.0512,334.7816,587.4943,67.7404,98.0023,26,2.2548,1.04,91.6305,107.7641,405.2895,51.18704636,0,2.895556164,5.07650115,2.478699644,10.6043811,2.3311169,1624.691588,547.1517984,1077.539789,1.713237704,1154.08,519,537,175,210,172,225,53,23,43,25.5,45,46.5,17.7,20.5,71.3,47.5,33.7,39.1,0.4,2.2,21.4,24,102,155.4,42,4666.47,292.467,51.867,240.6,96.133,214.2,216.4,96.133,995.867,141.333,10,53,399.2,66.267,69.733,399.2,1251
757,601.233,77.1762,33.2951,13.2341,5.80739,3.42347,1.72799,1.01437,0.0101823,1326.58,119,8.9704,39.0696,93.0212,1.1858,0.0594,201.0734,969.356,65.9187,99.0006,14,1.0553,1.0769,94.9732,126.6708,476.6287,2.465059552,16.79195267,0,49.19094956,0,5.365835441,2.430562217,522.5758254,311.5292536,211.0465719,0.356744685,1327.73,542,433,270,166,275,196,22,124,83,12,40.8,32.6,21.2,29.6,61.8,66.5,49.8,38.3,1.5,2.3,27.9,34.2,81.238,121.095,40.238,4198.86,234.238,34.286,199.952,75.952,175.476,176.476,69.667,1545.67,232.095,28.048,50,615.524,126.048,138.714,615.429,6711
455,191.137,79.7052,37.6738,11.8468,10.1215,4.11466,2.34658,1.0144,0.0188783,330.27,53,16.0475,16.5047,117.1466,1.1355,0.056,264.7531,1216.3812,62.5964,97.8142,18,5.4501,1.0588,93.3812,171.1267,272.987,20.10252018,0,0.446052922,0,0.503316472,6.829431894,18.55339044,1633.947762,259.0040702,1374.943692,2.050191825,330.44,2721,2880,1274,1381,1293,1452,172,202,189,19,824.5,872.7,8,10.3,53.3,45.1,46.8,48,1.8,1.8,12.4,14.5,93,142.667,42.333,4316.67,262.5,46,216.5,95.167,197.167,198.667,88,1216.83,163.667,15.333,51,483.333,84.333,101.333,476.667,122
1212,1021.45,64.5877,36.9818,10.7286,6.97655,3.62822,1.60721,1.01088,0.0121866,1996.73,126,6.3103,13.5842,83.1009,1.1594,0.0501,179.233,892.503,68.7299,98.8203,17,0.8514,1.0625,95.5192,200.1246,521.8177,0,5.607321914,5.700644199,38.84652413,1.742182343,10.7470343,7.537146926,531.1401002,414.2226831,116.917417,0.34269163,1997.91,334,235,140,68,140,80,17,103,65,19.6,16.7,11.8,21,31.5,66.2,66.7,41.9,28.9,0.3,1.7,26.3,35.3,85.467,101.167,36.367,5052.07,236.333,5.967,230.367,41.267,168.667,168.867,41.267,1351.8,180.267,25.033,48.833,530.233,114.767,117.033,530.233,4579
279,143.036,60.9318,34.9661,14.598,7.06334,3.66777,2.47193,1.01836,0.0131719,555.29,65,11.7056,73.3383,62.814,1.1732,0.0634,156.999,1492.8562,60.5978,99.3588,11,1.9809,1.1,96.075,73.7029,451.8145,0,0,0.275811086,3.845236374,1.325325998,76.43190848,4.771173591,1440.471071,814.6768781,625.7941927,0.994086671,555.7,273,264,140,134,140,138,14,51,44,15.2,49.1,47.5,24.5,22,85.7,52.6,51.3,50.8,0.7,1.1,22.3,23.1,74.5,140,42.125,3660.38,236.375,61,175.375,94.375,186.125,187.625,94.375,1354.75,187.125,18.5,51.75,543.25,94,116.5,543.25,1062
146,73.1815,23.9517,17.7781,7.15627,3.67183,4.46159,2.91123,1.00635,0.00479366,887.07,200,22.5461,25.228,146.2681,1.1661,0.0623,317.6074,1071.12,68.1606,97.955,28,3.1565,1.037,92.0598,184.7912,424.331,3.073995311,0,1.186533031,0.836629151,2.039984484,20.55461002,33.66591216,1884.203072,925.4649177,958.738154,1.430358357,887.79,12996,13961,6351,6583,6762,7198,1782,781,759,36.6,1463.5,1572.2,11.3,15,45.5,44.1,48.9,47.2,2.8,4.3,12.9,18,90.214,145.357,44,4027.71,255.143,51.357,203.786,101,195.5,197.143,93.929,1188.07,160.5,14.357,51,474.357,80.5,99.5,463.857,224
223,28.3433,39.0878,35.3704,5.69477,6.9963,5.10948,2.86889,1.00639,0.0126885,864.79,58,6.7068,21.3936,88.5764,1.1727,0.0604,197.6896,1011.0651,62.4599,98.8778,21,2.4283,1.05,95.0578,162.2177,776.3684,0,0.213924597,0,0.379543639,4.315296168,16.32382689,8.893972618,994.7941104,182.995242,811.7988685,1.250251535,865.56,2891,3068,1131,1214,1150,1311,173,322,307,18.7,333.8,354.3,12.5,14.6,59.9,50.1,39.1,39.6,1.6,2,15.5,17.7,80.583,146.167,42.083,3851.67,249.583,60.917,188.667,102.833,194.417,195.583,97.417,1256.75,170.333,16.25,51.25,499,85.75,107.5,498.333,0
260,90.5367,68.3857,45.9324,9.25986,6.58473,3.77178,1.73645,1.01037,0.0139689,904.91,88,9.7247,22.6011,93.3242,1.1237,0.059,211.7338,1039.659,72.732,98.0067,13,1.4366,1.0833,94.7067,161.6311,474.7681,22.3655119,0,1.655078612,3.145527388,0,28.66205434,10.86227654,1391.616685,947.534554,444.0821313,1.204887813,906.76,2010,2163,998,969,1005,1003,119,173,168,19.9,221.6,238.5,13.8,15.6,53.4,50.6,49.7,44.8,1.9,2.5,17.6,20.9,77.533,141.133,43.533,3609.47,236.867,59.933,176.933,96.067,186.133,187.533,96.067,1296.47,180.533,15.4,52.133,521.667,85,107.867,521.667,722
100,58.8807,25.2555,17.0156,6.72818,3.61711,4.0168,1.79745,1.00578,0.00457161,339.08,49,14.4509,32.5233,99.6225,1.1438,0.0661,236.2274,1241.4762,62.1071,98.2948,13,3.8339,1.0833,94.0943,113.6734,198.669,0,0,1.639501829,13.64592505,4.956565352,0.60603014,46.10806127,1973.628516,604.6877371,1368.940779,1.551225392,337.32,16543,23496,7377,11520,7967,12683,4462,514,755,55.5,4894.4,6951.5,14.7,14.8,45.4,42.1,44.6,49,1.4,2.1,16.7,17.2,75.2,161.6,41.2,3696.8,260.2,80.6,179.6,122.4,205.6,209.8,114.6,742.6,115.6,4,64.6,335.8,31,33.2,315.8,0
47,28.9181,7.34583,11.1313,2.85481,2.18629,4.7855,1.51668,1.00187,0.00245754,283.31,67,23.649,22.0889,135.1523,1.1517,0.0685,305.6016,1146.4714,54.8943,97.8158,10,3.5297,1.1111,92.36,77.259,228.8898,15.91031963,0,0,0,0,4.44351746,26.44700163,2537.981405,1096.645745,1441.33566,2.893258354,283.55,1777,2187,909,1038,920,1155,141,97,121,19.7,625.7,770.1,6.6,8.6,41.9,39.1,51.2,47.5,0.9,4.2,11.5,13.4,81.25,144,45,3592,239.5,59.75,179.75,98.75,188,190,98.75,1229.5,169.25,15,51.25,490.5,83,102,490.5,0
124,50.3508,26.1157,19.731,5.6864,3.1759,4.32118,2.17392,1.00416,0.00366301,1637.24,296,18.0792,17.2742,133.6945,1.1715,0.054,283.8802,866.3907,61.9253,98.2198,27,1.6491,1.0385,92.903,149.9305,575.0954,10.32461342,0,1.861018708,2.204909204,0.999469727,39.62700005,2.93218292,1062.647156,723.0716032,339.5755529,0.898150821,1638.33,1210,1357,500,550,519,585,96,282,224,20.3,73.9,82.8,20.7,21.7,62.6,54,41.3,40.5,1.1,2.1,30.6,29,96.539,159.577,43.577,4108.54,281.5,62.462,219.038,110.077,209.808,212.154,106.115,916.308,128.731,9.192,53.539,367.808,59.885,64.462,367.692,891
553,308.412,118.914,53.0663,21.5518,8.9891,2.83767,1.38622,1.03436,0.0232848,822.23,74,8.9999,20.0504,86.1681,1.133,0.0485,194.6171,382.167,67.6392,98.3805,17,2.0675,1.0625,95.1346,288.8179,399.3955,0,1.892576215,1.283902407,29.67133554,3.046999303,35.51605621,17.59587643,427.6425829,362.7781443,64.86443862,0.271415078,822.79,183,154,104,71,115,89,7,41,37,6.5,22.2,18.7,16.4,26,50,62.1,56.8,46.1,1.1,0.6,15.3,31.2,78.462,133.308,40.154,4036.38,241.077,48.769,192.308,85.846,184.923,186,83.077,1491,231.462,26.308,50.769,599.538,117.846,133.538,598.385,3932
481,424.161,20.6956,12.9059,6.03249,2.40793,4.06886,1.79951,1.00344,0.00210218,573.49,249,43.4184,9.9444,170.901,1.1126,0.0404,365.5861,739.7767,70.3703,95.7498,29,5.0568,1.0357,90.8603,152.2082,378.1018,0,0,6.284628648,11.54440077,0,45.56616326,3.012035952,946.621573,393.0136379,553.6079351,0.68047964,573.82,754,664,319,261,338,279,27,47,43,13.6,131.4,115.7,10.2,15.1,53.9,51.9,42.3,39.3,1.1,4.2,13.1,17.6,98.625,142.5,39,5216.63,286.125,36.625,249.5,77.5,210,211,77.5,1103.88,163.875,11,54.75,446.5,71.375,73.625,446.5,2016
904,416.708,119.971,43.5115,12.1036,7.20126,3.49341,1.96948,1.01696,0.0145007,14401.17,1429,9.9228,17.1287,118.4765,1.226,0.0671,245.6773,885.2385,51.6872,99.1566,38,0.2639,1.027,93.8581,100.8513,671.6031,6.120778563,0.051518795,5.617623195,2.967482569,0.040385203,60.93933468,1.361340927,479.380124,307.4991534,171.8809707,0.437907137,14409.7,4781,4675,1661,1779,1726,1882,473,746,563,27.9,33.2,32.4,20.7,22,68.2,59.8,34.7,38.1,0.4,0.7,24.1,23.2,94.127,151.329,37.747,5202.94,296.836,50.855,245.981,88.573,219.639,221.31,88.573,947.939,138.85,8.333,55.615,388.244,58.117,58.385,388.244,57569
414,221.78,67.4485,38.3675,11.108,5.86106,3.55928,1.97174,1.01405,0.0132419,2006.88,555,27.6549,3.5348,163.2135,1.1428,0.048,338.7447,738.4133,73.2819,96.7162,32,1.5945,1.0323,91.5314,167.3226,331.4314,10.62748744,14.55124656,7.698909752,1.324101516,0.034675311,24.66752084,6.383229383,834.413188,482.2870925,352.1260955,0.926261104,2010.61,2445,2719,1062,1305,1067,1341,236,161,170,27.3,127.5,141.8,12.4,17.3,47.5,50.6,43.4,48,0.9,1,14.4,21.1,81.7,150.367,41.433,3887.37,259.133,63.967,195.167,109.067,198.233,201,101.367,875.633,128.367,7.333,57,364.1,49.7,53.367,359.1,618
786,640.758,69.9794,33.4426,9.85916,5.69831,3.77277,1.87798,1.01013,0.0106376,2183.74,344,15.7528,12.3005,139.9984,1.1807,0.0504,297.5629,853.7125,69.1587,98.3611,30,1.3738,1.0345,92.5609,209.8936,514.1472,0,3.853644054,5.743705997,7.174381056,0.400936068,19.37781555,1.431588353,647.9759729,508.3150438,139.6609291,0.417703027,2184.83,1033,752,513,260,475,232,33,177,159,11.4,47.3,34.4,18.7,25.4,62.9,54.1,49.7,34.6,0.8,2.3,23.9,30.1,102.886,123.743,38.657,5541.94,276.057,13.229,262.829,55.457,196.914,196.914,55.457,1002.51,140.114,15.657,50.286,397.114,77.743,77.743,397.114,1860
418,261.584,63.5471,55.8933,13.7718,9.6592,3.49112,2.16716,1.02201,0.0243432,9201.33,780,8.477,23.0564,93.8277,1.203,0.0603,195.4196,961.2316,61.2617,99.2551,30,0.326,1.0345,95.1145,167.598,611.754,5.683947274,0.266262526,1.346574019,2.110617585,0.035285197,58.20466349,1.70364722,650.775011,351.0840177,299.6909933,0.5260078,9206.93,1674,1282,693,350,723,521,60,426,256,14.7,18.2,13.9,32.9,42.4,78.5,109.5,41.4,27.3,1.8,2.4,29.5,46.2,96.259,161.094,38.331,5194.91,307.439,59.784,247.655,98.194,228.007,230.856,98.086,822.331,118.561,6.669,55.748,336,49.331,50.295,336,31118
145,69.0549,25.2671,19.2256,4.27289,3.36276,4.44171,1.5155,1.00267,0.00386367,670.86,62,9.2419,45.9291,93.4323,1.1855,0.0642,212.563,833.1347,55.2371,99.1653,9,1.3416,1.125,94.6859,60.1259,343.5075,18.45108433,0,0,0.472800699,0,23.62224934,7.898291298,1800.004667,1493.52569,306.4789771,1.149996548,671.49,2242,2472,1051,1176,1081,1239,141,98,162,17.5,334.1,368.4,9.3,11.3,51.3,45.1,46.9,47.6,2.2,2.1,11.6,14,81.385,142.615,44.308,3633.77,239.385,57.769,181.615,96.769,187.385,189.308,96.769,1253.23,172.692,15.154,51.923,500.769,84.077,103.692,500.769,0
91,56.4017,20.8127,19.2516,8.42999,4.43182,4.29705,2.74747,1.00767,0.0060787,237.9,29,12.19,25.5317,95.2081,1.1541,0.0632,226.6499,1384.0251,59.9095,98.5561,11,4.6238,1.1,94.3338,125.0717,293.9668,0,0,0,1.86879997,0.593668,57.15099686,2.930713153,1558.404841,1087.797701,470.6071398,1.035823832,238.01,301,297,74,90,78,114,23,48,29,23.2,127,125.3,21.3,25.9,59.3,59.7,24.6,30.3,0,3.7,26.9,28.6,78,148,40.333,4012.67,254,63,191,104.333,198.667,199,96.667,1286.33,190.667,21.667,49.667,511.667,100.667,119,498.667,373
994,618.821,168.319,62.3669,28.9837,10.8485,2.63094,2.00297,1.06531,0.03613,3713.64,182,4.9009,38.6152,64.8393,1.1664,0.0605,139.4535,821.8128,62.7665,99.1844,23,0.6193,1.0455,96.5137,106.1378,490.3489,4.005301371,3.199951617,0.793821778,48.1652235,10.61967857,27.24355591,0.285250379,558.0784702,554.2365847,3.841885542,0.336643292,3716.12,366,283,108,83,107,89,2,49,25,6.4,9.8,7.6,33.6,44.2,92.6,112.8,29.5,29.3,0.5,1.8,50.5,52.3,91.193,134.035,37.895,5003.05,273.105,35.702,237.404,73.579,200.719,201.14,73.579,1194.44,177.912,12.018,55.246,488.088,75.842,75.86,488.088,20895
125,92.648,13.7453,10.5253,3.16801,1.65428,4.6821,1.67856,1.00145,0.00148733,630.11,85,13.4897,21.766,95.7452,1.1653,0.0689,218.1841,1494.0328,61.7469,98.6578,16,2.5392,1.0667,94.5454,93.3752,257.2924,1.020239547,0,0,0.775823581,0.138765193,0.108804527,5.238386052,1032.689601,120.077947,912.6116536,0.875427771,630.74,664,628,245,242,280,274,60,80,62,28.5,105.9,100.2,23.9,25.2,56.2,57.8,36.9,38.5,2.1,2.5,28.8,30.4,77.2,160.6,40.7,3846.1,265.3,77.8,187.5,120,207.7,211,112.4,713.6,107.9,4,61.4,310.5,32.1,36,300.1,0
1076,586.906,130.807,51.7989,18.1263,8.18494,3.04071,1.96772,1.03045,0.0197952,5333.73,250,4.6872,73.1312,65.7945,1.2557,0.0693,143.3368,1035.9149,44.4996,99.7737,28,0.525,1.037,96.4166,261.4975,1218.5646,1.452325272,0.193581145,1.304852654,1.311386251,0.345907292,80.39945768,0.256117002,526.3251422,281.5548314,244.7703108,0.365338765,5337.15,1396,1134,610,341,656,405,28,423,292,9.8,26.2,21.2,21.3,27.1,58.8,69.3,43.7,30.1,2.1,1.2,23.5,30.5,91.317,139.829,37.549,5083.51,281.39,41.671,239.72,78.829,208.049,208.341,78.829,1091.7,161.854,10.305,55.671,447.671,67.537,67.549,447.671,3673
773,280.473,177.092,43.7539,19.5725,9.53672,2.98568,1.53082,1.02921,0.0222649,849.21,88,10.3626,19.9279,103.6022,1.176,0.0593,229.9078,1074.6577,59.113,98.759,21,2.4729,1.05,94.2523,172.0866,502.0406,0.739130867,0.770757703,1.684421849,17.39593107,6.196517094,31.85993732,4.735825824,602.2052849,483.2332747,118.9720102,0.386321813,849.95,1105,1047,439,416,451,491,51,146,140,14.5,130,123.2,13.6,17.5,62.3,51.5,39.7,39.7,2.1,1.3,17.7,23.8,82.077,137.231,41.462,4027.62,246.077,50.308,195.769,91.462,188.231,189.231,86.692,1373.62,196.308,20.462,50.923,547.231,100.846,119,546.385,1205
118,64.9439,27.62,36.5274,7.61336,6.73373,4.32795,2.50342,1.009,0.0148058,869.54,254,29.2108,9.8374,160.1881,1.1514,0.0748,348.6441,1387.7803,67.9499,97.0112,24,2.7601,1.0435,91.2839,231.1494,394.3374,28.88090889,0,0.661246399,0.727599844,7.672975082,23.75338924,13.37593927,796.6813225,590.7046923,205.9766302,0.629953029,870.31,2001,2221,960,1125,969,1179,280,126,117,30.5,230.3,255.6,9.8,14.3,46.7,43.1,48,50.7,1.4,2.3,11.1,15,92.692,152.231,43.923,4050.15,265.154,55.462,209.692,106.692,201.538,203.308,98.692,1021.15,142.077,11,52.077,409.231,68.231,77.077,402.769,0
233,74.4221,50.9662,32.1661,8.45314,5.72077,4.11858,2.59666,1.0081,0.00989884,752.77,89,11.823,27.6778,120.1429,1.1838,0.0529,261.9127,967.5389,61.2443,98.7638,16,2.1255,1.0667,93.4522,226.6944,451.3391,0,0,3.376102765,4.44731534,5.037737068,8.051925843,40.62286406,2023.808203,1380.787243,643.0209599,1.762289973,753.64,20645,23384,9850,10945,10418,12356,2687,1107,1094,31.9,2738.1,3101.3,9.6,11.8,42.3,40.6,47.7,46.8,2.6,4.9,13.9,15.8,88.636,143.909,44.273,3827,248.364,50.546,197.818,102.182,191,193,94.273,1169.09,162.182,15,51.818,474.818,79.909,100.636,446.636,0
415,367.85,21.3918,17.26,7.73862,3.41158,3.67836,1.6863,1.0051,0.00347292,251.52,46,18.2888,23.3023,114.6231,1.1364,0.0548,269.5611,1071.47,69.0038,97.8017,13,5.1686,1.0833,93.261,121.7219,282.0474,7.119964987,0,30.10648897,1.769107476,0,7.646343721,18.31243913,1573.409168,1195.111018,378.2981506,1.029044639,251.72,1404,1604,661,733,686,804,104,108,92,22.8,557.1,636.5,9,10.3,51.6,42.3,47.1,45.7,1.1,2.7,13.7,15.8,98.2,136.6,41.4,4708.8,268.4,34.6,233.8,84.6,197.2,197.8,77.6,1244,168.2,16,51.2,492,88,100.2,489.6,609
